"1","2","3","4","5","6","7","8","9","10","11","12"
363.629007334316,310.816056134413,254.24657360533,201.944815370253,187.03474645342,163.784487028727,154.199579504802,154.651319246961,159.266362353614,38.5680388006306,356.433090215377,-137.57499259517
315.501947452533,255.945088538794,261.673883379562,253.580913094945,212.236803477609,185.831136453974,181.227136567387,183.873433382751,186.261231624202,65.723251423207,342.477836300068,-117.953119731373
314.202513555916,257.63431328793,227.859076747383,203.556060724622,184.434294838847,162.588525511394,155.859066993495,158.355210984965,157.68528191822,54.5023061265263,331.431321709849,-130.047275068112
290.198435784604,234.653296431207,211.169822683656,192.214631568128,175.858082809634,154.989913432575,160.554654270493,168.67801050544,172.852291044592,57.9885473634081,334.545739410675,-109.818268105126
375.257506302723,340.499430251515,307.83143324764,271.660664549296,253.52480857021,296.132207644573,305.655241431012,257.896427796339,192.348580925935,44.7012289120339,359.934604716852,-128.141042955296
341.439025335461,291.036497640266,271.362904024599,258.096980572193,217.580323276543,227.414810965181,233.35521515509,183.156081289032,139.949076634648,13.4798957153324,353.87637017082,-136.347099861521
322.24142709634,278.171464714062,272.103754729835,250.34631969519,217.261729079346,207.724319933146,188.481507218454,165.690944113628,166.650824486361,35.3235444701682,345.654584677076,-129.654547538231
315.929404291971,266.327091739176,237.630450871837,240.627575953671,207.425748232027,175.310844337168,167.236887597769,162.133933107166,165.739093308279,22.2009019192316,333.433578868302,-144.94166656602
389.015830978579,341.41543169387,296.962458385844,281.006305008709,243.027913837791,238.846762422262,233.794428708618,228.907333775879,221.121548774522,70.2680229430603,389.237158872012,-127.544194737493
355.643032990873,299.812611252351,268.094089416541,248.643434449054,217.916819005631,232.401482725447,249.492831947893,204.854841439674,158.756139749899,12.7181189226944,345.607047866885,-154.718727831908
323.332920351286,261.695698419877,219.206076051336,205.0415909463,192.659731666528,189.392201366049,159.401377248399,135.526120286972,124.400373836347,6.30335379537168,329.102120567616,-141.819804905757
303.991834963631,247.641903483666,234.842747593297,212.89824153678,186.824801444646,199.12615849862,221.858304362163,192.471108071223,157.67351349177,28.790167610881,330.011040396553,-130.318975247762
394.739046376769,360.21648831794,335.584443008606,311.722427047135,274.141927230841,236.03352634068,162.793774348262,145.533342461841,149.480598165726,18.5362097239938,357.659022899804,-150.04361885682
361.750394142528,324.148763112865,318.290881582479,307.519409674054,291.161994979513,241.014655296715,159.181859199175,135.488554651255,147.515143378943,30.2277700027009,355.135338674307,-151.207884922699
353.157200016718,313.824453517015,306.24219658265,291.151319849914,275.568409974701,247.016691883216,194.345041435289,177.307208097366,170.713395300262,36.4674221863735,354.892110954285,-136.730674017315
299.862313922095,256.07207073462,266.689855426219,267.478790226479,261.902627677297,253.640373133361,191.366239980275,134.70898705053,123.808171789337,13.6551067622888,323.840281363132,-132.680236117732
363.037774283259,354.595005180761,318.74894744895,307.326654252793,227.61531047587,189.129139414511,178.562412415073,186.36299066271,180.085105411906,32.4833217293579,330.354275940467,-130.004895337148
329.158020408353,274.24920810208,262.596801113823,237.26692018598,173.195049790113,142.093672216047,135.213748480988,137.331554357747,138.161320153454,20.3353030710054,322.858275766964,-136.731940400208
304.818388945497,257.700614659659,230.76989013888,217.743188522673,175.744383241881,183.731015731404,167.623919570316,148.722346641892,164.055186804217,42.4087097995466,317.070779651595,-124.922900127282
315.260279265904,276.924086328641,263.234527330951,249.971085717723,182.26077022198,140.469713105929,136.029215781662,150.390427371556,137.044686465057,13.0110415776454,316.138512286506,-128.781943951883
456.426732260305,419.29289365878,377.330217561387,358.764315423445,334.676902190846,286.328300842896,276.806579364972,251.873547618408,210.850789895108,41.4139678938619,404.745002958382,-153.867970269979
414.579608746732,359.490158407461,305.544303648812,292.412710520887,272.749003366969,244.683244406272,256.902243442383,237.383147654194,217.611591830252,64.927683478008,400.560128528492,-125.521204956364
388.067232401167,333.751614832151,290.10133720653,258.704065501415,226.012835608234,192.94548430252,219.559915406549,218.21954890531,180.092610684285,24.8495579694958,363.922848615226,-152.295002909869
363.351185902132,302.772889805488,254.597919566809,205.823309628572,170.870622679997,194.387877014291,218.651711199837,207.348898044182,168.094352233416,9.01644761521568,344.666615860854,-142.579299990156
408.386684431432,370.674521294739,344.121286756659,325.571110753856,294.948134363612,319.85101053361,314.522780200013,293.31528938757,285.625081076013,101.829469276918,433.394284299914,-124.209537421165
376.139470395549,339.710584319058,321.716279201975,306.938760236016,312.627995241653,307.636760271715,301.737712325417,268.947827039547,258.729780717802,90.9185020275108,411.330970080187,-137.405293146444
355.246169247726,316.326108603354,295.899577168687,293.629184977952,292.912570866615,288.559395622604,281.94240633313,227.539042521495,190.014803325642,57.915741890266,385.2290238394,-122.516434917665
327.784537739212,278.209265415021,283.777582847922,270.895205771317,275.462014560792,305.043224348876,295.311883576318,272.734853369957,216.470515434773,61.4749275642587,387.243329431539,-118.548566935373
387.95591450887,338.159142592892,285.944176194814,252.789195102444,194.053132365289,167.730048229541,178.781093858557,220.485442788032,214.481358667926,41.7233726110891,368.790487677834,-141.689295539328
397.332039442361,339.882663213078,290.06050929688,287.968415736215,252.828318188708,235.087276465749,231.815633533705,228.827057172389,225.811067950216,72.3699267869171,400.458043571323,-130.725117532634
358.904514966931,305.823438263386,264.839138828013,269.932555608994,226.790368428045,204.474009570552,200.223806039009,204.268021208394,201.458025692804,54.4423100260174,370.333617582204,-129.860836397369
342.709642776384,283.54586734576,253.710090441197,242.19240436203,207.948884140362,181.638827133732,199.361593733122,208.008875156798,188.515035864273,33.2455102285096,360.297444498237,-140.238893189009
382.312396192686,317.302973581203,258.517343101388,258.864129013113,215.277944789242,175.205908463014,173.400464612307,177.501948378981,197.997149686747,32.6784040008549,365.121828477973,-162.606734086899
353.044811015021,293.884546086554,244.974652236629,229.380433916971,204.610400910184,192.40265044003,193.658852563555,198.700207228059,210.583194804228,61.803856704162,365.801117288418,-147.045990829706
319.856937930986,282.628594742419,262.099381272901,247.06853472026,218.94598440273,173.458084632925,162.344862723691,176.73306369402,176.584190561878,39.1940065161891,336.525783381048,-128.493208085413
320.655455673812,275.106173551047,252.907454182715,242.330630203634,209.471957323021,164.968355337806,176.821541517009,200.870477797221,180.891963068376,27.3412259183563,333.147228180881,-148.313310319314
370.635188985,328.687317732845,312.891594907703,280.163364786194,205.252008264344,193.649481662799,199.46401308688,199.261366640182,181.889450410562,48.8714681043434,367.198438483208,-125.320384909614
350.045432348572,314.136295690394,327.226920736202,285.538923472884,206.233796954768,181.994672927599,200.670787407059,186.554848630162,166.392795509329,47.9938997627361,391.555138959535,-105.975005207609
314.443286318735,275.314885071278,290.197644836051,270.505211009298,246.716258724592,244.044322047393,243.27830517139,249.597079921968,236.48896782173,71.9272098297634,370.915194559398,-115.5909373442
299.359542176191,253.732669823459,278.20093641466,266.099124831258,204.008692015035,186.663135254688,188.051449261643,171.945402133225,157.538403847241,29.9239747304113,345.807865931144,-123.43545626571
392.134449636844,357.201210478868,341.384402725884,323.712834951259,256.794372821733,241.890513210847,262.018666312439,236.271487772042,236.061018884299,60.4435559228716,385.107391689346,-143.178414326176
359.426952706686,307.558623347975,306.042396661722,277.427056398214,200.268416981581,220.864150109915,230.78076701133,198.20009096447,175.138562101896,37.407987538009,381.38905981766,-137.977223906464
