"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
0,0,0,0,0,0,0,0,0,0,0,0
1.73688852703711e-05,0,0,0,0,0,0,0,0,-0.0119227818461485,0.0357683455384456,-0.0238455636922971
0.000138951082162969,0,0,0,0,0,0,0,0,-0.023792717898067,0.0713781536942009,-0.0475854357961339
0.00046895990230002,0,0,0,0,0,0,0,0,-0.0355569623615251,0.106670887084575,-0.0711139247230503
0.00111160865730375,0,0,0,0,0,0,0,0,-0.0471626694422929,0.141488008326879,-0.0943253388845859
0.00217111065879639,0,0,0,0,0,0,0,0,-0.0585569933461402,0.175670980038421,-0.11711398669228
0.00375167921840016,0,0,0,0,0,0,0,0,-0.0696870882788369,0.209061264836511,-0.139374176557674
0.0059575276477373,0,0,0,0,0,0,0,0,-0.0805001084461528,0.241500325338459,-0.161000216892306
0.00889286925843001,0,0,0,0,0,0,0,0,-0.0909432080538579,0.272829624161574,-0.181886416107716
0.0126619173621005,0,0,0,0,0,0,0,0,-0.100963541307722,0.302890623923166,-0.201927082615444
0.0173688852703711,0,0,0,0,0,0,0,0,-0.110508262413515,0.331524787240545,-0.22101652482703
0.023117986294864,0,0,0,0,0,0,0,0,-0.119524525577007,0.35857357673102,-0.239049051154013
0.0300134337472013,0,0,0,0,0,0,0,0,-0.127959485003967,0.383878455011901,-0.255918970007934
0.0381594409390054,0,0,0,0,0,0,0,0,-0.135760294900166,0.407280884700498,-0.271520589800332
0.0476602211818984,0,0,0,0,0,0,0,0,-0.142874109471373,0.428622328414119,-0.285748218942746
0.0586199877875025,0,0,0,0,0,0,0,0,-0.149248082923359,0.447744248770076,-0.298496165846717
0.0711429540674401,0,0,0,0,0,0,0,0,-0.154829369461892,0.464488108385677,-0.309658738923784
0.0853333333333333,0,0,0,0,0,0,0,0,-0.159565123292744,0.478695369878232,-0.319130246585488
0.101295338896804,0,0,0,0,0,0,0,0,-0.163402498621683,0.49020749586505,-0.326804997243367
0.119133184069476,0,0,0,0,0,0,0,0,-0.166288649654481,0.498865948963442,-0.332577299308962
0.138951082162969,0,0,0,0,0,0,0,0,-0.168170730596906,0.504512191790717,-0.336341461193811
0.160853246488907,0,0,0,0,0,0,0,0,-0.168995895654728,0.506987686964185,-0.337991791309456
0.184914580365018,7.32749847343782e-06,0,0,0,0,0,0,0,-0.168720588333485,0.506161765000455,-0.33744117666697
0.210954881606622,9.30863694958952e-05,0,0,0,0,0,0,0,-0.1673821034515,0.502146310354501,-0.334764206903
0.238662595834181,0.000361218535857249,0,0,0,0,0,0,0,-0.165059365651979,0.495178096955938,-0.330118731303959
0.26772508311283,0.000915937309179727,0,0,0,0,0,0,0,-0.161831643626267,0.485494930878802,-0.323663287252535
0.297829703507701,0.00186145600108556,0,0,0,0,0,0,0,-0.15777820606571,0.47333461819713,-0.31555641213142
0.328663817083927,0.00330198792319696,0,0,0,0,0,0,0,-0.152978321661652,0.458934964984956,-0.305956643323304
0.359914783906642,0.00534174638713617,0,0,0,0,0,0,0,-0.147511259105439,0.442533777316316,-0.295022518210877
0.39126996404098,0.00808494470452541,0,0,0,0,0,0,0,-0.141456287088415,0.424368861265245,-0.28291257417683
0.422416717552073,0.0116357961869869,0,0,0,0,0,0,0,-0.134892674301927,0.40467802290578,-0.269785348603854
0.453042404505055,0.0160985141461429,0,0,0,0,0,0,0,-0.127899689437319,0.383699068311956,-0.255799378874637
0.482834384965059,0.0215773118936156,0,0,0,0,0,0,0,-0.120556601185936,0.361669803557808,-0.241113202371872
0.511480018997218,0.0281764027410272,0,0,0,0,0,0,0,-0.112942678239124,0.338828034717371,-0.225885356478248
0.538666666666667,0.036,0,0,0,0,0,0,0,-0.105137189288227,0.315411567864682,-0.210274378576455
0.564081688038537,0.0451523169821562,0,0,0,0,0,0,0,-0.0972194030245921,0.291658209073776,-0.194438806049184
0.587412443177963,0.055737566999118,0,0,0,0,0,0,0,-0.0892685881395629,0.267805764418689,-0.178537176279126
0.608346292150078,0.0678599633625076,0,0,0,0,0,0,0,-0.0813640133244851,0.244092039973456,-0.16272802664897
0.626570595020015,0.0816237193839473,0,0,0,0,0,0,0,-0.0735849472707039,0.220754841812112,-0.147169894541408
0.641772711852907,0.0971330483750594,0,0,0,0,0,0,0,-0.0660106586695644,0.198031976008693,-0.132021317339129
0.653640002713888,0.114492163647466,0,0,0,0,0,0,0,-0.0587204162124118,0.176161248637235,-0.117440832424824
0.661859827668091,0.133805278512789,0,0,0,0,0,0,0,-0.0517934885905913,0.155380465771774,-0.103586977181183
0.66611954678065,0.155176606282651,0,0,0,0,0,0,0,-0.0453091444954481,0.135927433486344,-0.0906182889908962
0.66611954678065,0.17870167582604,2.17111065879639e-06,0,0,0,0,0,0,-0.0393444507102344,0.118033352130703,-0.0786889014204688
0.661859827668091,0.204276273831332,5.86199877875026e-05,0,0,0,0,0,0,-0.0339258301320654,0.101777490396196,-0.0678516602641308
0.653640002713888,0.231596444806296,0.000271388832349549,0,0,0,0,0,0,-0.0290290617719188,0.0870871853157565,-0.0580581235438376
0.641772711852907,0.260349548816066,0.000744690955967162,0,0,0,0,0,0,-0.0246277227326797,0.073883168198039,-0.0492554454653594
0.626570595020015,0.290222945925775,0.00158273967026257,0,0,0,0,0,0,-0.0206953901172329,0.0620861703516986,-0.0413907802344658
0.608346292150078,0.320903996200556,0.002889748286858,0,0,0,0,0,0,-0.0172056410284634,0.0516169230853901,-0.0344112820569267
0.587412443177963,0.352080059705543,0.00476993011737567,0,0,0,0,0,0,-0.0141320525692561,0.0423961577077683,-0.0282641051385122
0.564081688038537,0.383438496505869,0.00732749847343782,0,0,0,0,0,0,-0.011448201842496,0.034344605527488,-0.022896403684992
0.538666666666667,0.414666666666667,0.0106666666666667,0,0,0,0,0,0,-0.00912766595106797,0.0273829978532039,-0.018255331902136
0.511480018997218,0.44545193025307,0.0148916480086844,0,0,0,0,0,0,-0.00714402199785701,0.021432065993571,-0.014288043995714
0.482834384965059,0.475481647330212,0.0201066558111134,0,0,0,0,0,0,-0.00547084708574803,0.0164125412572441,-0.0109416941714961
0.453042404505055,0.504443177963227,0.0264159033855757,0,0,0,0,0,0,-0.00408171831762596,0.0122451549528779,-0.00816343663525192
0.422416717552073,0.532023882217247,0.0339236040436936,0,0,0,0,0,0,-0.00295021279637575,0.00885063838912725,-0.0059004255927515
0.39126996404098,0.557911120157405,0.0427339710970894,0,0,0,0,0,0,-0.00204990762488233,0.00614972287464699,-0.00409981524976466
0.359914783906642,0.581792251848836,0.0529512178573852,0,0,0,0,0,0,-0.00135437990603064,0.00406313971809193,-0.00270875981206129
0.328663817083927,0.603354637356673,0.0646795576362033,0,0,0,0,0,0,-0.000837206742705626,0.00251162022811688,-0.00167441348541125
0.297829703507701,0.622285636746048,0.0780232037451659,0,0,0,0,0,0,-0.000471965237792216,0.00141589571337665,-0.000943930475584432
0.26772508311283,0.638272610082095,0.0930863694958953,0,0,0,0,0,0,-0.00023223249417535,0.000696697482526052,-0.000464464988350701
0.238662595834181,0.651002917429948,0.109973268200014,0,0,0,0,0,0,-9.15856147399678e-05,0.000274756844219904,-0.000183171229479936
0.210954881606622,0.660163918854739,0.128788113169143,0,0,0,0,0,0,-2.3601702371006e-05,7.0805107113018e-05,-4.7203404742012e-05
0.184914580365018,0.665442974421602,0.149635117714906,0,0,0,0,0,0,-1.8578599534028e-06,5.57357986020841e-06,-3.71571990680561e-06
0.160853246488907,0.666529072528665,0.172617409593595,2.71388832349549e-07,0,0,0,0,0,0,0,0
0.138951082162969,0.663308229866341,0.197706764366646,3.39236040436936e-05,0,0,0,0,0,0,0,0
0.119133184069476,0.656049121378655,0.224619852093086,0.000197842458782821,0,0,0,0,0,0,0,0
